link1	link2	value
13.0	30.0	0.19
13.0	31.0	0.16
13.0	32.0	0.17
13.0	33.0	0.18
13.0	34.0	0.15
13.0	35.0	0.18
13.0	36.0	0.17
13.0	37.0	0.21
13.0	38.0	0.15
13.0	39.0	0.16
13.0	40.0	0.15
13.0	41.0	0.16
13.0	42.0	0.1
13.0	43.0	0.13
13.0	44.0	0.17
13.0	45.0	0.18
13.0	46.0	0.17
13.0	47.0	0.13
13.0	48.0	0.19
13.0	49.0	0.19
13.0	50.0	0.17
13.0	51.0	0.15
13.0	52.0	0.15
13.0	53.0	0.13
13.0	54.0	0.16
13.0	55.0	0.15
13.0	56.0	0.08
13.0	57.0	0.2
13.0	58.0	0.22
13.0	59.0	0.18
13.0	60.0	0.16
13.0	61.0	0.1
13.0	62.0	0.12
13.0	63.0	0.23
13.0	64.0	0.17
13.0	65.0	0.15
13.0	66.0	0.17
13.0	67.0	0.25
13.0	68.0	0.18
13.0	69.0	0.24
13.0	70.0	0.14
13.0	71.0	0.16
13.0	72.0	0.13
13.0	73.0	0.15
13.0	74.0	0.11
13.0	75.0	0.18
13.0	76.0	0.1
13.0	77.0	0.23
13.0	78.0	0.13
13.0	79.0	0.21
13.0	80.0	0.11
13.0	81.0	0.12
13.0	82.0	0.21
13.0	83.0	0.2
13.0	84.0	0.14
13.0	85.0	0.18
13.0	86.0	0.03
13.0	87.0	0.13
13.0	88.0	0.18
13.0	89.0	0.13
13.0	90.0	0.22
13.0	91.0	0.16
13.0	92.0	0.19
13.0	93.0	0.16
13.0	94.0	0.01
13.0	95.0	0.16
14.0	1.0	0.24
14.0	2.0	0.19
14.0	3.0	0.18
14.0	4.0	0.15
14.0	5.0	0.2
14.0	6.0	0.15
14.0	7.0	0.15
14.0	8.0	0.14
14.0	9.0	0.19
14.0	10.0	0.13
14.0	11.0	0.13
14.0	12.0	0.14
14.0	13.0	0.18
14	14	0
14.0	15.0	0.26
14.0	16.0	0.02
14.0	17.0	0.02
14.0	18.0	0.02
14.0	19.0	0.04
14.0	20.0	0.02
14.0	21.0	0.31
14.0	22.0	0.2
14.0	23.0	0.26
14.0	24.0	0.21
14.0	25.0	0.24
14.0	26.0	0.2
14.0	27.0	0.19
14.0	28.0	0.23
14.0	29.0	0.15
14.0	30.0	0.23
14.0	31.0	0.19
14.0	32.0	0.2
14.0	33.0	0.2
14.0	34.0	0.16
14.0	35.0	0.21
14.0	36.0	0.21
14.0	37.0	0.24
14.0	38.0	0.17
14.0	39.0	0.2
14.0	40.0	0.17
14.0	41.0	0.19
14.0	42.0	0.13
14.0	43.0	0.16
14.0	44.0	0.19
14.0	45.0	0.18
14.0	46.0	0.2
14.0	47.0	0.16
14.0	48.0	0.22
14.0	49.0	0.23
14.0	50.0	0.23
14.0	51.0	0.17
14.0	52.0	0.18
14.0	53.0	0.21
14.0	54.0	0.23
14.0	55.0	0.33
14.0	56.0	0.09
14.0	57.0	0.29
14.0	58.0	0.31
14.0	59.0	0.28
14.0	60.0	0.21
14.0	61.0	0.14
14.0	62.0	0.19
14.0	63.0	0.34
14.0	64.0	0.19
14.0	65.0	0.23
14.0	66.0	0.2
14.0	67.0	0.32
14.0	68.0	0.22
14.0	69.0	0.37
14.0	70.0	0.14
14.0	71.0	0.22
14.0	72.0	0.15
14.0	73.0	0.21
14.0	74.0	0.1
14.0	75.0	0.21
14.0	76.0	0.12
14.0	77.0	0.23
14.0	78.0	0.2
14.0	79.0	0.19
14.0	80.0	0.09
14.0	81.0	0.13
14.0	82.0	0.25
14.0	83.0	0.23
14.0	84.0	0.18
14.0	85.0	0.17
14.0	86.0	0.02
14.0	87.0	0.18
14.0	88.0	0.2
14.0	89.0	0.17
14.0	90.0	0.27
14.0	91.0	0.21
14.0	92.0	0.22
14.0	93.0	0.19
14.0	94.0	0.02
14.0	95.0	0.19
15.0	1.0	0.18
15.0	2.0	0.15
15.0	3.0	0.13
15.0	4.0	0.13
15.0	5.0	0.16
15.0	6.0	0.1
15.0	7.0	0.1
15.0	8.0	0.1
15.0	9.0	0.13
15.0	10.0	0.1
15.0	11.0	0.09
15.0	12.0	0.1
15.0	13.0	0.13
15.0	14.0	0.26
15	15	0
15.0	16.0	0.04
15.0	17.0	0.04
15.0	18.0	0.04
15.0	19.0	0.05
15.0	20.0	0.03
15.0	21.0	0.24
15.0	22.0	0.14
15.0	23.0	0.18
15.0	24.0	0.13
15.0	25.0	0.15
15.0	26.0	0.14
15.0	27.0	0.12
15.0	28.0	0.15
15.0	29.0	0.1
15.0	30.0	0.18
15.0	31.0	0.12
15.0	32.0	0.12
15.0	33.0	0.15
15.0	34.0	0.11
15.0	35.0	0.13
15.0	36.0	0.14
15.0	37.0	0.17
15.0	38.0	0.12
15.0	39.0	0.14
15.0	40.0	0.11
15.0	41.0	0.14
15.0	42.0	0.09
15.0	43.0	0.1
15.0	44.0	0.12
15.0	45.0	0.12
15.0	46.0	0.12
15.0	47.0	0.1
15.0	48.0	0.14
15.0	49.0	0.15
15.0	50.0	0.16
15.0	51.0	0.11
15.0	52.0	0.11
15.0	53.0	0.12
15.0	54.0	0.14
15.0	55.0	0.18
15.0	56.0	0.07
15.0	57.0	0.22
15.0	58.0	0.26
15.0	59.0	0.2
15.0	60.0	0.17
15.0	61.0	0.19
15.0	62.0	0.15
15.0	63.0	0.34
15.0	64.0	0.12
15.0	65.0	0.22
15.0	66.0	0.13
15.0	67.0	0.25
15.0	68.0	0.15
15.0	69.0	0.32
15.0	70.0	0.1
15.0	71.0	0.14
15.0	72.0	0.1
15.0	73.0	0.16
15.0	74.0	0.08
15.0	75.0	0.13
15.0	76.0	0.07
15.0	77.0	0.15
15.0	78.0	0.14
15.0	79.0	0.15
15.0	80.0	0.08
15.0	81.0	0.09
15.0	82.0	0.17
15.0	83.0	0.16
15.0	84.0	0.11
15.0	85.0	0.13
15.0	86.0	0.04
15.0	87.0	0.12
15.0	88.0	0.12
15.0	89.0	0.12
15.0	90.0	0.22
15.0	91.0	0.14
15.0	92.0	0.14
15.0	93.0	0.11
15.0	94.0	0.01
15.0	95.0	0.13
16.0	1.0	0.07
16.0	2.0	0.09
16.0	3.0	0.06
16.0	4.0	0.06
16.0	5.0	0.06
16.0	6.0	0.04
16.0	7.0	0.05
16.0	8.0	0.05
16.0	9.0	0.04
16.0	10.0	0.05
16.0	11.0	0.05
16.0	12.0	0.08
16.0	13.0	0.05
16.0	14.0	0.02
16.0	15.0	0.04
16	16	0
16.0	17.0	0.51
16.0	18.0	0.53
16.0	19.0	0.5
16.0	20.0	0.52
16.0	21.0	0.1
16.0	22.0	0.06
16.0	23.0	0.06
16.0	24.0	0.05
16.0	25.0	0.05
16.0	26.0	0.05
16.0	27.0	0.04
16.0	28.0	0.06
16.0	29.0	0.06
16.0	30.0	0.05
16.0	31.0	0.08
16.0	32.0	0.14
16.0	33.0	0.06
16.0	34.0	0.06
16.0	35.0	0.11
16.0	36.0	0.06
16.0	37.0	0.06
16.0	38.0	0.05
16.0	39.0	0.06
16.0	40.0	0.12
16.0	41.0	0.06
16.0	42.0	0.1
16.0	43.0	0.09
16.0	44.0	0.08
16.0	45.0	0.06
16.0	46.0	0.09
16.0	47.0	0.05
16.0	48.0	0.05
16.0	49.0	0.06
16.0	50.0	0.06
16.0	51.0	0.1
16.0	52.0	0.07
16.0	53.0	0.11
16.0	54.0	0.06
16.0	55.0	0.05
16.0	56.0	0.29
16.0	57.0	0.04
16.0	58.0	0.06
16.0	59.0	0.03
16.0	60.0	0.03
16.0	61.0	0.03
16.0	62.0	0.03
16.0	63.0	0.15
16.0	64.0	0.04
16.0	65.0	0.08
16.0	66.0	0.06
16.0	67.0	0.08
16.0	68.0	0.07
16.0	69.0	0.03
16.0	70.0	0.12
16.0	71.0	0.06
16.0	72.0	0.08
16.0	73.0	0.06
16.0	74.0	0.06
16.0	75.0	0.06
16.0	76.0	0.06
16.0	77.0	0.09
16.0	78.0	0.05
16.0	79.0	0.1
16.0	80.0	0.11
16.0	81.0	0.05
16.0	82.0	0.06
16.0	83.0	0.08
16.0	84.0	0.05
16.0	85.0	0.09
16.0	86.0	0.41
16.0	87.0	0.06
16.0	88.0	0.08
16.0	89.0	0.06
16.0	90.0	0.06
16.0	91.0	0.06
16.0	92.0	0.06
16.0	93.0	0.05
16.0	94.0	0.0
16.0	95.0	0.05
17.0	1.0	0.06
17.0	2.0	0.06
17.0	3.0	0.05
17.0	4.0	0.04
17.0	5.0	0.05
17.0	6.0	0.03
17.0	7.0	0.04
17.0	8.0	0.04
17.0	9.0	0.03
17.0	10.0	0.04
17.0	11.0	0.04
17.0	12.0	0.05
17.0	13.0	0.03
17.0	14.0	0.02
17.0	15.0	0.04
17.0	16.0	0.51
17	17	0
17.0	18.0	0.72
17.0	19.0	0.49
17.0	20.0	0.66
17.0	21.0	0.1
17.0	22.0	0.04
17.0	23.0	0.05
17.0	24.0	0.04
17.0	25.0	0.04
17.0	26.0	0.03
17.0	27.0	0.03
17.0	28.0	0.04
17.0	29.0	0.04
17.0	30.0	0.05
17.0	31.0	0.06
17.0	32.0	0.1
17.0	33.0	0.05
17.0	34.0	0.04
17.0	35.0	0.08
17.0	36.0	0.04
17.0	37.0	0.05
17.0	38.0	0.04
17.0	39.0	0.05
17.0	40.0	0.1
17.0	41.0	0.04
17.0	42.0	0.11
17.0	43.0	0.07
17.0	44.0	0.06
17.0	45.0	0.04
17.0	46.0	0.06
17.0	47.0	0.04
17.0	48.0	0.04
17.0	49.0	0.04
17.0	50.0	0.05
17.0	51.0	0.07
17.0	52.0	0.05
17.0	53.0	0.11
17.0	54.0	0.05
17.0	55.0	0.05
17.0	56.0	0.23
17.0	57.0	0.04
17.0	58.0	0.05
17.0	59.0	0.03
17.0	60.0	0.03
17.0	61.0	0.02
17.0	62.0	0.02
17.0	63.0	0.14
17.0	64.0	0.02
17.0	65.0	0.09
17.0	66.0	0.04
17.0	67.0	0.08
17.0	68.0	0.04
17.0	69.0	0.03
17.0	70.0	0.08
17.0	71.0	0.04
17.0	72.0	0.05
17.0	73.0	0.04
17.0	74.0	0.04
17.0	75.0	0.04
17.0	76.0	0.04
17.0	77.0	0.06
17.0	78.0	0.03
17.0	79.0	0.09
17.0	80.0	0.11
17.0	81.0	0.04
17.0	82.0	0.05
17.0	83.0	0.05
17.0	84.0	0.04
17.0	85.0	0.08
17.0	86.0	0.43
17.0	87.0	0.04
17.0	88.0	0.05
17.0	89.0	0.04
17.0	90.0	0.05
17.0	91.0	0.04
17.0	92.0	0.05
17.0	93.0	0.04
17.0	94.0	0.0
17.0	95.0	0.04
18.0	1.0	0.06
18.0	2.0	0.06
18.0	3.0	0.05
18.0	4.0	0.04
18.0	5.0	0.05
18.0	6.0	0.03
18.0	7.0	0.05
18.0	8.0	0.04
18.0	9.0	0.03
18.0	10.0	0.05
18.0	11.0	0.05
18.0	12.0	0.06
18.0	13.0	0.04
18.0	14.0	0.02
18.0	15.0	0.04
18.0	16.0	0.53
18.0	17.0	0.72
18	18	0
18.0	19.0	0.45
18.0	20.0	0.67
18.0	21.0	0.1
18.0	22.0	0.05
18.0	23.0	0.05
18.0	24.0	0.04
18.0	25.0	0.04
18.0	26.0	0.04
18.0	27.0	0.03
18.0	28.0	0.05
18.0	29.0	0.05
18.0	30.0	0.05
18.0	31.0	0.07
18.0	32.0	0.12
18.0	33.0	0.06
18.0	34.0	0.04
18.0	35.0	0.09
18.0	36.0	0.05
18.0	37.0	0.06
18.0	38.0	0.04
18.0	39.0	0.05
18.0	40.0	0.11
18.0	41.0	0.05
18.0	42.0	0.1
18.0	43.0	0.08
18.0	44.0	0.07
18.0	45.0	0.05
18.0	46.0	0.07
18.0	47.0	0.04
18.0	48.0	0.05
18.0	49.0	0.05
18.0	50.0	0.06
18.0	51.0	0.08
18.0	52.0	0.06
18.0	53.0	0.11
18.0	54.0	0.06
18.0	55.0	0.05
18.0	56.0	0.22
18.0	57.0	0.03
18.0	58.0	0.05
18.0	59.0	0.04
18.0	60.0	0.03
18.0	61.0	0.03
18.0	62.0	0.02
18.0	63.0	0.14
18.0	64.0	0.03
18.0	65.0	0.07
18.0	66.0	0.04
18.0	67.0	0.08
18.0	68.0	0.05
18.0	69.0	0.04
18.0	70.0	0.09
18.0	71.0	0.04
18.0	72.0	0.05
18.0	73.0	0.05
18.0	74.0	0.04
18.0	75.0	0.04
18.0	76.0	0.04
18.0	77.0	0.07
18.0	78.0	0.04
18.0	79.0	0.09
18.0	80.0	0.1
18.0	81.0	0.04
18.0	82.0	0.05
18.0	83.0	0.06
18.0	84.0	0.04
18.0	85.0	0.08
18.0	86.0	0.4
18.0	87.0	0.04
18.0	88.0	0.06
18.0	89.0	0.04
18.0	90.0	0.05
18.0	91.0	0.05
18.0	92.0	0.05
18.0	93.0	0.04
18.0	94.0	0.0
18.0	95.0	0.04
19.0	1.0	0.09
19.0	2.0	0.11
19.0	3.0	0.08
19.0	4.0	0.07
19.0	5.0	0.08
19.0	6.0	0.05
19.0	7.0	0.06
19.0	8.0	0.06
19.0	9.0	0.05
19.0	10.0	0.06
19.0	11.0	0.07
19.0	12.0	0.12
19.0	13.0	0.06
19.0	14.0	0.04
19.0	15.0	0.05
19.0	16.0	0.5
19.0	17.0	0.49
19.0	18.0	0.45
19	19	0
19.0	20.0	0.49
19.0	21.0	0.15
19.0	22.0	0.07
19.0	23.0	0.07
19.0	24.0	0.06
19.0	25.0	0.07
19.0	26.0	0.05
19.0	27.0	0.05
19.0	28.0	0.07
19.0	29.0	0.06
19.0	30.0	0.07
19.0	31.0	0.08
19.0	32.0	0.19
19.0	33.0	0.07
19.0	34.0	0.06
19.0	35.0	0.15
19.0	36.0	0.07
19.0	37.0	0.08
19.0	38.0	0.06
19.0	39.0	0.08
19.0	40.0	0.17
19.0	41.0	0.07
19.0	42.0	0.12
19.0	43.0	0.1
19.0	44.0	0.1
19.0	45.0	0.06
19.0	46.0	0.12
19.0	47.0	0.06
19.0	48.0	0.06
19.0	49.0	0.06
19.0	50.0	0.07
19.0	51.0	0.12
19.0	52.0	0.09
19.0	53.0	0.15
19.0	54.0	0.07
19.0	55.0	0.08
19.0	56.0	0.34
19.0	57.0	0.06
19.0	58.0	0.08
19.0	59.0	0.05
19.0	60.0	0.05
19.0	61.0	0.04
19.0	62.0	0.04
19.0	63.0	0.23
19.0	64.0	0.05
19.0	65.0	0.11
19.0	66.0	0.07
19.0	67.0	0.12
19.0	68.0	0.08
19.0	69.0	0.07
19.0	70.0	0.14
19.0	71.0	0.07
19.0	72.0	0.1
19.0	73.0	0.07
19.0	74.0	0.07
19.0	75.0	0.07
19.0	76.0	0.07
19.0	77.0	0.12
19.0	78.0	0.06
19.0	79.0	0.13
19.0	80.0	0.14
19.0	81.0	0.06
19.0	82.0	0.08
19.0	83.0	0.1
19.0	84.0	0.06
19.0	85.0	0.12
19.0	86.0	0.56
19.0	87.0	0.08
19.0	88.0	0.1
19.0	89.0	0.07
19.0	90.0	0.08
19.0	91.0	0.07
19.0	92.0	0.08
19.0	93.0	0.07
19.0	94.0	0.01
19.0	95.0	0.06
20.0	1.0	0.05
20.0	2.0	0.05
20.0	3.0	0.04
20.0	4.0	0.03
20.0	5.0	0.04
20.0	6.0	0.02
20.0	7.0	0.03
20.0	8.0	0.03
20.0	9.0	0.03
20.0	10.0	0.04
20.0	11.0	0.04
20.0	12.0	0.04
20.0	13.0	0.03
20.0	14.0	0.02
20.0	15.0	0.03
20.0	16.0	0.52
20.0	17.0	0.66
20.0	18.0	0.67
20.0	19.0	0.49
20	20	0
20.0	21.0	0.09
20.0	22.0	0.03
20.0	23.0	0.04
20.0	24.0	0.03
20.0	25.0	0.03
20.0	26.0	0.03
20.0	27.0	0.02
20.0	28.0	0.04
20.0	29.0	0.03
20.0	30.0	0.03
20.0	31.0	0.05
20.0	32.0	0.09
20.0	33.0	0.04
20.0	34.0	0.03
20.0	35.0	0.08
20.0	36.0	0.03
20.0	37.0	0.05
20.0	38.0	0.03
20.0	39.0	0.04
20.0	40.0	0.09
20.0	41.0	0.04
20.0	42.0	0.09
20.0	43.0	0.07
20.0	44.0	0.05
20.0	45.0	0.04
20.0	46.0	0.06
20.0	47.0	0.03
20.0	48.0	0.04
20.0	49.0	0.04
20.0	50.0	0.04
20.0	51.0	0.06
20.0	52.0	0.05
20.0	53.0	0.09
20.0	54.0	0.05
20.0	55.0	0.04
20.0	56.0	0.22
20.0	57.0	0.03
20.0	58.0	0.04
20.0	59.0	0.02
20.0	60.0	0.02
20.0	61.0	0.02
20.0	62.0	0.02
20.0	63.0	0.13
20.0	64.0	0.02
20.0	65.0	0.07
20.0	66.0	0.03
20.0	67.0	0.06
20.0	68.0	0.04
20.0	69.0	0.02
20.0	70.0	0.07
20.0	71.0	0.03
20.0	72.0	0.04
20.0	73.0	0.03
20.0	74.0	0.03
20.0	75.0	0.03
20.0	76.0	0.03
20.0	77.0	0.05
20.0	78.0	0.03
20.0	79.0	0.08
20.0	80.0	0.09
20.0	81.0	0.03
20.0	82.0	0.04
20.0	83.0	0.04
20.0	84.0	0.03
20.0	85.0	0.07
20.0	86.0	0.41
20.0	87.0	0.03
20.0	88.0	0.05
20.0	89.0	0.03
20.0	90.0	0.04
20.0	91.0	0.04
20.0	92.0	0.04
20.0	93.0	0.03
20.0	94.0	0.0
20.0	95.0	0.03
21.0	1.0	0.24
21.0	2.0	0.2
21.0	3.0	0.18
21.0	4.0	0.16
21.0	5.0	0.21
21.0	6.0	0.14
21.0	7.0	0.15
21.0	8.0	0.15
21.0	9.0	0.18
21.0	10.0	0.14
21.0	11.0	0.14
21.0	12.0	0.15
21.0	13.0	0.18
21.0	14.0	0.31
21.0	15.0	0.24
21.0	16.0	0.1
21.0	17.0	0.1
21.0	18.0	0.1
21.0	19.0	0.15
21.0	20.0	0.09
21	21	0
21.0	22.0	0.21
21.0	23.0	0.25
21.0	24.0	0.22
21.0	25.0	0.25
21.0	26.0	0.19
21.0	27.0	0.18
21.0	28.0	0.23
21.0	29.0	0.17
21.0	30.0	0.25
21.0	31.0	0.2
21.0	32.0	0.24
21.0	33.0	0.22
21.0	34.0	0.17
21.0	35.0	0.28
21.0	36.0	0.25
21.0	37.0	0.25
21.0	38.0	0.18
21.0	39.0	0.21
21.0	40.0	0.23
21.0	41.0	0.19
21.0	42.0	0.16
21.0	43.0	0.17
21.0	44.0	0.21
21.0	45.0	0.2
21.0	46.0	0.22
21.0	47.0	0.16
21.0	48.0	0.24
21.0	49.0	0.23
21.0	50.0	0.23
21.0	51.0	0.22
21.0	52.0	0.19
21.0	53.0	0.22
21.0	54.0	0.24
21.0	55.0	0.26
21.0	56.0	0.15
21.0	57.0	0.3
21.0	58.0	0.33
21.0	59.0	0.26
21.0	60.0	0.23
21.0	61.0	0.29
21.0	62.0	0.17
21.0	63.0	0.42
21.0	64.0	0.23
21.0	65.0	0.25
21.0	66.0	0.21
21.0	67.0	0.35
21.0	68.0	0.24
21.0	69.0	0.38
21.0	70.0	0.16
21.0	71.0	0.21
21.0	72.0	0.17
21.0	73.0	0.21
21.0	74.0	0.12
21.0	75.0	0.22
21.0	76.0	0.12
21.0	77.0	0.23
21.0	78.0	0.21
21.0	79.0	0.24
21.0	80.0	0.13
21.0	81.0	0.14
21.0	82.0	0.26
21.0	83.0	0.24
21.0	84.0	0.17
21.0	85.0	0.19
21.0	86.0	0.1
21.0	87.0	0.18
21.0	88.0	0.19
21.0	89.0	0.22
21.0	90.0	0.3
21.0	91.0	0.22
21.0	92.0	0.22
21.0	93.0	0.18
21.0	94.0	0.02
21.0	95.0	0.18
22.0	1.0	0.25
22.0	2.0	0.21
22.0	3.0	0.2
22.0	4.0	0.18
22.0	5.0	0.21
22.0	6.0	0.15
22.0	7.0	0.16
22.0	8.0	0.17
22.0	9.0	0.2
22.0	10.0	0.16
22.0	11.0	0.13
22.0	12.0	0.14
22.0	13.0	0.15
22.0	14.0	0.2
22.0	15.0	0.14
22.0	16.0	0.06
22.0	17.0	0.04
22.0	18.0	0.05
22.0	19.0	0.07
22.0	20.0	0.03
22.0	21.0	0.21
22	22	0
22.0	23.0	0.51
22.0	24.0	0.52
22.0	25.0	0.47
22.0	26.0	0.46
22.0	27.0	0.31
22.0	28.0	0.5
22.0	29.0	0.51
22.0	30.0	0.36
22.0	31.0	0.47
22.0	32.0	0.44
22.0	33.0	0.54
22.0	34.0	0.46
22.0	35.0	0.39
22.0	36.0	0.52
22.0	37.0	0.38
22.0	38.0	0.48
22.0	39.0	0.43
22.0	40.0	0.39
22.0	41.0	0.44
22.0	42.0	0.43
22.0	43.0	0.42
22.0	44.0	0.56
22.0	45.0	0.53
22.0	46.0	0.58
22.0	47.0	0.45
22.0	48.0	0.57
22.0	49.0	0.46
22.0	50.0	0.48
22.0	51.0	0.48
22.0	52.0	0.52
22.0	53.0	0.18
22.0	54.0	0.2
22.0	55.0	0.14
22.0	56.0	0.13
22.0	57.0	0.21
22.0	58.0	0.24
22.0	59.0	0.17
22.0	60.0	0.15
22.0	61.0	0.09
22.0	62.0	0.13
22.0	63.0	0.24
22.0	64.0	0.14
22.0	65.0	0.17
22.0	66.0	0.47
22.0	67.0	0.31
22.0	68.0	0.45
22.0	69.0	0.28
22.0	70.0	0.42
22.0	71.0	0.46
22.0	72.0	0.4
22.0	73.0	0.44
22.0	74.0	0.4
22.0	75.0	0.45
22.0	76.0	0.45
22.0	77.0	0.47
22.0	78.0	0.43
22.0	79.0	0.36
22.0	80.0	0.2
22.0	81.0	0.32
22.0	82.0	0.49
22.0	83.0	0.45
22.0	84.0	0.42
22.0	85.0	0.33
22.0	86.0	0.04
22.0	87.0	0.45
22.0	88.0	0.43
22.0	89.0	0.41
22.0	90.0	0.43
22.0	91.0	0.45
22.0	92.0	0.42
22.0	93.0	0.48
22.0	94.0	0.02
22.0	95.0	0.17
23.0	1.0	0.27
23.0	2.0	0.24
23.0	3.0	0.21
23.0	4.0	0.2
23.0	5.0	0.24
23.0	6.0	0.16
23.0	7.0	0.17
23.0	8.0	0.18
23.0	9.0	0.23
23.0	10.0	0.15
23.0	11.0	0.16
23.0	12.0	0.15
23.0	13.0	0.2
23.0	14.0	0.26
23.0	15.0	0.18
23.0	16.0	0.06
23.0	17.0	0.05
23.0	18.0	0.05
23.0	19.0	0.07
23.0	20.0	0.04
23.0	21.0	0.25
23.0	22.0	0.51
23	23	0
23.0	24.0	0.57
23.0	25.0	0.51
23.0	26.0	0.63
23.0	27.0	0.36
23.0	28.0	0.52
23.0	29.0	0.54
23.0	30.0	0.44
23.0	31.0	0.5
23.0	32.0	0.47
23.0	33.0	0.6
23.0	34.0	0.48
23.0	35.0	0.42
23.0	36.0	0.55
23.0	37.0	0.46
23.0	38.0	0.51
23.0	39.0	0.47
23.0	40.0	0.41
23.0	41.0	0.51
23.0	42.0	0.45
23.0	43.0	0.44
23.0	44.0	0.54
23.0	45.0	0.56
23.0	46.0	0.52
23.0	47.0	0.51
23.0	48.0	0.66
23.0	49.0	0.56
23.0	50.0	0.55
23.0	51.0	0.54
23.0	52.0	0.55
23.0	53.0	0.21
23.0	54.0	0.23
23.0	55.0	0.2
23.0	56.0	0.14
23.0	57.0	0.24
23.0	58.0	0.34
23.0	59.0	0.22
23.0	60.0	0.19
23.0	61.0	0.11
23.0	62.0	0.18
23.0	63.0	0.29
23.0	64.0	0.16
23.0	65.0	0.21
23.0	66.0	0.48
23.0	67.0	0.33
23.0	68.0	0.47
23.0	69.0	0.31
23.0	70.0	0.44
23.0	71.0	0.48
23.0	72.0	0.44
23.0	73.0	0.45
23.0	74.0	0.38
23.0	75.0	0.48
23.0	76.0	0.45
23.0	77.0	0.49
23.0	78.0	0.48
23.0	79.0	0.4
23.0	80.0	0.21
23.0	81.0	0.33
23.0	82.0	0.48
23.0	83.0	0.49
23.0	84.0	0.44
23.0	85.0	0.35
23.0	86.0	0.04
23.0	87.0	0.47
23.0	88.0	0.45
23.0	89.0	0.44
23.0	90.0	0.46
23.0	91.0	0.48
23.0	92.0	0.41
23.0	93.0	0.44
23.0	94.0	0.02
23.0	95.0	0.19
24.0	1.0	0.23
24.0	2.0	0.19
24.0	3.0	0.18
24.0	4.0	0.17
24.0	5.0	0.21
24.0	6.0	0.13
24.0	7.0	0.14
24.0	8.0	0.16
24.0	9.0	0.19
24.0	10.0	0.12
24.0	11.0	0.13
24.0	12.0	0.13
24.0	13.0	0.16
24.0	14.0	0.21
24.0	15.0	0.13
24.0	16.0	0.05
24.0	17.0	0.04
24.0	18.0	0.04
24.0	19.0	0.06
24.0	20.0	0.03
24.0	21.0	0.22
24.0	22.0	0.52
24.0	23.0	0.57
24	24	0
24.0	25.0	0.53
24.0	26.0	0.48
24.0	27.0	0.34
24.0	28.0	0.53
24.0	29.0	0.59
24.0	30.0	0.37
24.0	31.0	0.52
24.0	32.0	0.46
24.0	33.0	0.58
24.0	34.0	0.52
24.0	35.0	0.41
24.0	36.0	0.59
24.0	37.0	0.42
24.0	38.0	0.49
24.0	39.0	0.47
24.0	40.0	0.4
24.0	41.0	0.46
24.0	42.0	0.5
24.0	43.0	0.48
24.0	44.0	0.56
24.0	45.0	0.57
24.0	46.0	0.56
24.0	47.0	0.53
24.0	48.0	0.59
24.0	49.0	0.52
24.0	50.0	0.51
24.0	51.0	0.55
24.0	52.0	0.56
24.0	53.0	0.18
24.0	54.0	0.2
24.0	55.0	0.16
24.0	56.0	0.12
24.0	57.0	0.2
24.0	58.0	0.25
24.0	59.0	0.19
24.0	60.0	0.17
24.0	61.0	0.1
24.0	62.0	0.13
24.0	63.0	0.23
24.0	64.0	0.14
24.0	65.0	0.16
24.0	66.0	0.49
24.0	67.0	0.31
24.0	68.0	0.49
24.0	69.0	0.27
24.0	70.0	0.45
24.0	71.0	0.49
24.0	72.0	0.47
24.0	73.0	0.48
24.0	74.0	0.4
24.0	75.0	0.47
24.0	76.0	0.49
24.0	77.0	0.49
24.0	78.0	0.5
24.0	79.0	0.39
24.0	80.0	0.21
24.0	81.0	0.32
24.0	82.0	0.5
24.0	83.0	0.48
24.0	84.0	0.45
24.0	85.0	0.35
24.0	86.0	0.04
24.0	87.0	0.5
24.0	88.0	0.45
24.0	89.0	0.45
24.0	90.0	0.45
24.0	91.0	0.5
24.0	92.0	0.43
24.0	93.0	0.46
24.0	94.0	0.04
24.0	95.0	0.17
25.0	1.0	0.28
25.0	2.0	0.24
25.0	3.0	0.21
25.0	4.0	0.2
25.0	5.0	0.25
25.0	6.0	0.16
25.0	7.0	0.17
25.0	8.0	0.19
25.0	9.0	0.22
25.0	10.0	0.15
25.0	11.0	0.15
25.0	12.0	0.15
25.0	13.0	0.2
25.0	14.0	0.24
25.0	15.0	0.15
25.0	16.0	0.05
25.0	17.0	0.04
25.0	18.0	0.04
25.0	19.0	0.07
25.0	20.0	0.03
25.0	21.0	0.25
25.0	22.0	0.47
25.0	23.0	0.51
25.0	24.0	0.53
25	25	0
25.0	26.0	0.45
25.0	27.0	0.29
25.0	28.0	0.48
25.0	29.0	0.5
25.0	30.0	0.37
25.0	31.0	0.49
25.0	32.0	0.43
25.0	33.0	0.51
25.0	34.0	0.41
25.0	35.0	0.39
25.0	36.0	0.54
25.0	37.0	0.39
25.0	38.0	0.44
25.0	39.0	0.43
25.0	40.0	0.38
25.0	41.0	0.43
25.0	42.0	0.45
25.0	43.0	0.43
25.0	44.0	0.5
25.0	45.0	0.52
25.0	46.0	0.57
25.0	47.0	0.49
25.0	48.0	0.54
25.0	49.0	0.49
25.0	50.0	0.47
25.0	51.0	0.49
25.0	52.0	0.51
25.0	53.0	0.19
25.0	54.0	0.21
25.0	55.0	0.18
25.0	56.0	0.13
25.0	57.0	0.23
25.0	58.0	0.26
25.0	59.0	0.22
25.0	60.0	0.19
25.0	61.0	0.11
