link1	link2	value
25.0	62.0	0.14
25.0	63.0	0.27
25.0	64.0	0.17
25.0	65.0	0.18
25.0	66.0	0.44
25.0	67.0	0.3
25.0	68.0	0.46
25.0	69.0	0.31
25.0	70.0	0.4
25.0	71.0	0.46
25.0	72.0	0.4
25.0	73.0	0.44
25.0	74.0	0.35
25.0	75.0	0.44
25.0	76.0	0.42
25.0	77.0	0.45
25.0	78.0	0.45
25.0	79.0	0.39
25.0	80.0	0.19
25.0	81.0	0.3
25.0	82.0	0.46
25.0	83.0	0.45
25.0	84.0	0.4
25.0	85.0	0.33
25.0	86.0	0.04
25.0	87.0	0.45
25.0	88.0	0.43
25.0	89.0	0.4
25.0	90.0	0.42
25.0	91.0	0.45
25.0	92.0	0.41
25.0	93.0	0.41
25.0	94.0	0.02
25.0	95.0	0.2
26.0	1.0	0.21
26.0	2.0	0.21
26.0	3.0	0.17
26.0	4.0	0.18
26.0	5.0	0.2
26.0	6.0	0.13
26.0	7.0	0.15
26.0	8.0	0.14
26.0	9.0	0.18
26.0	10.0	0.12
26.0	11.0	0.13
26.0	12.0	0.12
26.0	13.0	0.15
26.0	14.0	0.2
26.0	15.0	0.14
26.0	16.0	0.05
26.0	17.0	0.03
26.0	18.0	0.04
26.0	19.0	0.05
26.0	20.0	0.03
26.0	21.0	0.19
26.0	22.0	0.46
26.0	23.0	0.63
26.0	24.0	0.48
26.0	25.0	0.45
26	26	0
26.0	27.0	0.28
26.0	28.0	0.49
26.0	29.0	0.49
26.0	30.0	0.35
26.0	31.0	0.45
26.0	32.0	0.42
26.0	33.0	0.53
26.0	34.0	0.4
26.0	35.0	0.38
26.0	36.0	0.49
26.0	37.0	0.41
26.0	38.0	0.45
26.0	39.0	0.42
26.0	40.0	0.37
26.0	41.0	0.42
26.0	42.0	0.42
26.0	43.0	0.41
26.0	44.0	0.48
26.0	45.0	0.5
26.0	46.0	0.48
26.0	47.0	0.46
26.0	48.0	0.55
26.0	49.0	0.48
26.0	50.0	0.46
26.0	51.0	0.48
26.0	52.0	0.49
26.0	53.0	0.18
26.0	54.0	0.18
26.0	55.0	0.14
26.0	56.0	0.13
26.0	57.0	0.18
26.0	58.0	0.23
26.0	59.0	0.17
26.0	60.0	0.14
26.0	61.0	0.09
26.0	62.0	0.14
26.0	63.0	0.21
26.0	64.0	0.13
26.0	65.0	0.15
26.0	66.0	0.42
26.0	67.0	0.26
26.0	68.0	0.42
26.0	69.0	0.24
26.0	70.0	0.4
26.0	71.0	0.43
26.0	72.0	0.37
26.0	73.0	0.41
26.0	74.0	0.36
26.0	75.0	0.44
26.0	76.0	0.42
26.0	77.0	0.43
26.0	78.0	0.43
26.0	79.0	0.32
26.0	80.0	0.19
26.0	81.0	0.29
26.0	82.0	0.42
26.0	83.0	0.41
26.0	84.0	0.39
26.0	85.0	0.31
26.0	86.0	0.03
26.0	87.0	0.43
26.0	88.0	0.41
26.0	89.0	0.39
26.0	90.0	0.39
26.0	91.0	0.43
26.0	92.0	0.37
26.0	93.0	0.41
26.0	94.0	0.02
26.0	95.0	0.16
27.0	1.0	0.19
27.0	2.0	0.16
27.0	3.0	0.15
27.0	4.0	0.14
27.0	5.0	0.17
27.0	6.0	0.12
27.0	7.0	0.12
27.0	8.0	0.13
27.0	9.0	0.15
27.0	10.0	0.11
27.0	11.0	0.11
27.0	12.0	0.11
27.0	13.0	0.13
27.0	14.0	0.19
27.0	15.0	0.12
27.0	16.0	0.04
27.0	17.0	0.03
27.0	18.0	0.03
27.0	19.0	0.05
27.0	20.0	0.02
27.0	21.0	0.18
27.0	22.0	0.31
27.0	23.0	0.36
27.0	24.0	0.34
27.0	25.0	0.29
27.0	26.0	0.28
27	27	0
27.0	28.0	0.33
27.0	29.0	0.31
27.0	30.0	0.33
27.0	31.0	0.28
27.0	32.0	0.28
27.0	33.0	0.35
27.0	34.0	0.3
27.0	35.0	0.28
27.0	36.0	0.34
27.0	37.0	0.34
27.0	38.0	0.35
27.0	39.0	0.28
27.0	40.0	0.27
27.0	41.0	0.32
27.0	42.0	0.27
27.0	43.0	0.26
27.0	44.0	0.34
27.0	45.0	0.31
27.0	46.0	0.3
27.0	47.0	0.31
27.0	48.0	0.36
27.0	49.0	0.34
27.0	50.0	0.31
27.0	51.0	0.28
27.0	52.0	0.31
27.0	53.0	0.13
27.0	54.0	0.16
27.0	55.0	0.14
27.0	56.0	0.09
27.0	57.0	0.18
27.0	58.0	0.19
27.0	59.0	0.16
27.0	60.0	0.14
27.0	61.0	0.08
27.0	62.0	0.11
27.0	63.0	0.2
27.0	64.0	0.13
27.0	65.0	0.14
27.0	66.0	0.3
27.0	67.0	0.24
27.0	68.0	0.28
27.0	69.0	0.22
27.0	70.0	0.24
27.0	71.0	0.27
27.0	72.0	0.26
27.0	73.0	0.27
27.0	74.0	0.21
27.0	75.0	0.27
27.0	76.0	0.25
27.0	77.0	0.3
27.0	78.0	0.26
27.0	79.0	0.24
27.0	80.0	0.14
27.0	81.0	0.2
27.0	82.0	0.3
27.0	83.0	0.28
27.0	84.0	0.25
27.0	85.0	0.22
27.0	86.0	0.03
27.0	87.0	0.27
27.0	88.0	0.26
27.0	89.0	0.24
27.0	90.0	0.29
27.0	91.0	0.26
27.0	92.0	0.25
27.0	93.0	0.27
27.0	94.0	0.02
27.0	95.0	0.14
28.0	1.0	0.25
28.0	2.0	0.22
28.0	3.0	0.2
28.0	4.0	0.19
28.0	5.0	0.22
28.0	6.0	0.15
28.0	7.0	0.16
28.0	8.0	0.17
28.0	9.0	0.21
28.0	10.0	0.14
28.0	11.0	0.13
28.0	12.0	0.14
28.0	13.0	0.17
28.0	14.0	0.23
28.0	15.0	0.15
28.0	16.0	0.06
28.0	17.0	0.04
28.0	18.0	0.05
28.0	19.0	0.07
28.0	20.0	0.04
28.0	21.0	0.23
28.0	22.0	0.5
28.0	23.0	0.52
28.0	24.0	0.53
28.0	25.0	0.48
28.0	26.0	0.49
28.0	27.0	0.33
28	28	0
28.0	29.0	0.53
28.0	30.0	0.49
28.0	31.0	0.57
28.0	32.0	0.45
28.0	33.0	0.6
28.0	34.0	0.41
28.0	35.0	0.41
28.0	36.0	0.56
28.0	37.0	0.47
28.0	38.0	0.46
28.0	39.0	0.46
28.0	40.0	0.41
28.0	41.0	0.44
28.0	42.0	0.47
28.0	43.0	0.43
28.0	44.0	0.53
28.0	45.0	0.54
28.0	46.0	0.52
28.0	47.0	0.48
28.0	48.0	0.55
28.0	49.0	0.53
28.0	50.0	0.49
28.0	51.0	0.5
28.0	52.0	0.55
28.0	53.0	0.2
28.0	54.0	0.22
28.0	55.0	0.17
28.0	56.0	0.14
28.0	57.0	0.22
28.0	58.0	0.25
28.0	59.0	0.2
28.0	60.0	0.17
28.0	61.0	0.11
28.0	62.0	0.13
28.0	63.0	0.26
28.0	64.0	0.15
28.0	65.0	0.17
28.0	66.0	0.48
28.0	67.0	0.32
28.0	68.0	0.46
28.0	69.0	0.29
28.0	70.0	0.42
28.0	71.0	0.46
28.0	72.0	0.42
28.0	73.0	0.45
28.0	74.0	0.38
28.0	75.0	0.45
28.0	76.0	0.45
28.0	77.0	0.47
28.0	78.0	0.45
28.0	79.0	0.37
28.0	80.0	0.2
28.0	81.0	0.32
28.0	82.0	0.49
28.0	83.0	0.45
28.0	84.0	0.43
28.0	85.0	0.34
28.0	86.0	0.04
28.0	87.0	0.46
28.0	88.0	0.44
28.0	89.0	0.43
28.0	90.0	0.44
28.0	91.0	0.46
28.0	92.0	0.4
28.0	93.0	0.43
28.0	94.0	0.02
28.0	95.0	0.19
29.0	1.0	0.2
29.0	2.0	0.22
29.0	3.0	0.16
29.0	4.0	0.18
29.0	5.0	0.19
29.0	6.0	0.12
29.0	7.0	0.13
29.0	8.0	0.15
29.0	9.0	0.18
29.0	10.0	0.1
29.0	11.0	0.12
29.0	12.0	0.12
29.0	13.0	0.15
29.0	14.0	0.15
29.0	15.0	0.1
29.0	16.0	0.06
29.0	17.0	0.04
29.0	18.0	0.05
29.0	19.0	0.06
29.0	20.0	0.03
29.0	21.0	0.17
29.0	22.0	0.51
29.0	23.0	0.54
29.0	24.0	0.59
29.0	25.0	0.5
29.0	26.0	0.49
29.0	27.0	0.31
29.0	28.0	0.53
29	29	0
29.0	30.0	0.37
29.0	31.0	0.54
29.0	32.0	0.45
29.0	33.0	0.6
29.0	34.0	0.43
29.0	35.0	0.41
29.0	36.0	0.6
29.0	37.0	0.52
29.0	38.0	0.51
29.0	39.0	0.47
29.0	40.0	0.4
29.0	41.0	0.44
29.0	42.0	0.55
29.0	43.0	0.48
29.0	44.0	0.55
29.0	45.0	0.57
29.0	46.0	0.56
29.0	47.0	0.56
29.0	48.0	0.57
29.0	49.0	0.58
29.0	50.0	0.5
29.0	51.0	0.58
29.0	52.0	0.56
29.0	53.0	0.15
29.0	54.0	0.16
29.0	55.0	0.12
29.0	56.0	0.12
29.0	57.0	0.15
29.0	58.0	0.18
29.0	59.0	0.14
29.0	60.0	0.14
29.0	61.0	0.08
29.0	62.0	0.1
29.0	63.0	0.18
29.0	64.0	0.1
29.0	65.0	0.12
29.0	66.0	0.49
29.0	67.0	0.24
29.0	68.0	0.48
29.0	69.0	0.2
29.0	70.0	0.47
29.0	71.0	0.49
29.0	72.0	0.44
29.0	73.0	0.48
29.0	74.0	0.41
29.0	75.0	0.47
29.0	76.0	0.5
29.0	77.0	0.47
29.0	78.0	0.5
29.0	79.0	0.36
29.0	80.0	0.21
29.0	81.0	0.33
29.0	82.0	0.46
29.0	83.0	0.48
29.0	84.0	0.44
29.0	85.0	0.34
29.0	86.0	0.04
29.0	87.0	0.51
29.0	88.0	0.45
29.0	89.0	0.46
29.0	90.0	0.42
29.0	91.0	0.5
29.0	92.0	0.41
29.0	93.0	0.45
29.0	94.0	0.02
29.0	95.0	0.15
30.0	1.0	0.28
30.0	2.0	0.26
30.0	3.0	0.22
30.0	4.0	0.23
30.0	5.0	0.24
30.0	6.0	0.17
30.0	7.0	0.18
30.0	8.0	0.19
30.0	9.0	0.22
30.0	10.0	0.15
30.0	11.0	0.15
30.0	12.0	0.17
30.0	13.0	0.19
30.0	14.0	0.23
30.0	15.0	0.18
30.0	16.0	0.05
30.0	17.0	0.05
30.0	18.0	0.05
30.0	19.0	0.07
30.0	20.0	0.03
30.0	21.0	0.25
30.0	22.0	0.36
30.0	23.0	0.44
30.0	24.0	0.37
30.0	25.0	0.37
30.0	26.0	0.35
30.0	27.0	0.33
30.0	28.0	0.49
30.0	29.0	0.37
30	30	0
30.0	31.0	0.35
30.0	32.0	0.35
30.0	33.0	0.49
30.0	34.0	0.34
30.0	35.0	0.36
30.0	36.0	0.44
30.0	37.0	0.48
30.0	38.0	0.4
30.0	39.0	0.33
30.0	40.0	0.33
30.0	41.0	0.35
30.0	42.0	0.31
30.0	43.0	0.33
30.0	44.0	0.38
30.0	45.0	0.37
30.0	46.0	0.37
30.0	47.0	0.35
30.0	48.0	0.45
30.0	49.0	0.47
30.0	50.0	0.37
30.0	51.0	0.34
30.0	52.0	0.39
30.0	53.0	0.18
30.0	54.0	0.22
30.0	55.0	0.2
30.0	56.0	0.11
30.0	57.0	0.25
30.0	58.0	0.27
30.0	59.0	0.22
30.0	60.0	0.2
30.0	61.0	0.11
30.0	62.0	0.15
30.0	63.0	0.29
30.0	64.0	0.16
30.0	65.0	0.21
30.0	66.0	0.32
30.0	67.0	0.32
30.0	68.0	0.31
30.0	69.0	0.3
30.0	70.0	0.27
30.0	71.0	0.32
30.0	72.0	0.28
30.0	73.0	0.29
30.0	74.0	0.23
30.0	75.0	0.32
30.0	76.0	0.27
30.0	77.0	0.36
30.0	78.0	0.29
30.0	79.0	0.29
30.0	80.0	0.16
30.0	81.0	0.24
30.0	82.0	0.36
30.0	83.0	0.33
30.0	84.0	0.29
30.0	85.0	0.26
30.0	86.0	0.03
30.0	87.0	0.29
30.0	88.0	0.3
30.0	89.0	0.28
30.0	90.0	0.36
30.0	91.0	0.3
30.0	92.0	0.3
30.0	93.0	0.3
30.0	94.0	0.02
30.0	95.0	0.21
31.0	1.0	0.2
31.0	2.0	0.18
31.0	3.0	0.17
31.0	4.0	0.15
31.0	5.0	0.19
31.0	6.0	0.12
31.0	7.0	0.13
31.0	8.0	0.14
31.0	9.0	0.19
31.0	10.0	0.11
31.0	11.0	0.12
31.0	12.0	0.13
31.0	13.0	0.16
31.0	14.0	0.19
31.0	15.0	0.12
31.0	16.0	0.08
31.0	17.0	0.06
31.0	18.0	0.07
31.0	19.0	0.08
31.0	20.0	0.05
31.0	21.0	0.2
31.0	22.0	0.47
31.0	23.0	0.5
31.0	24.0	0.52
31.0	25.0	0.49
31.0	26.0	0.45
31.0	27.0	0.28
31.0	28.0	0.57
31.0	29.0	0.54
31.0	30.0	0.35
31	31	0
31.0	32.0	0.45
31.0	33.0	0.54
31.0	34.0	0.38
31.0	35.0	0.39
31.0	36.0	0.54
31.0	37.0	0.38
31.0	38.0	0.42
31.0	39.0	0.45
31.0	40.0	0.38
31.0	41.0	0.42
31.0	42.0	0.47
31.0	43.0	0.44
31.0	44.0	0.51
31.0	45.0	0.52
31.0	46.0	0.57
31.0	47.0	0.49
31.0	48.0	0.51
31.0	49.0	0.48
31.0	50.0	0.47
31.0	51.0	0.56
31.0	52.0	0.53
31.0	53.0	0.18
31.0	54.0	0.19
31.0	55.0	0.15
31.0	56.0	0.14
31.0	57.0	0.2
31.0	58.0	0.23
31.0	59.0	0.18
31.0	60.0	0.17
31.0	61.0	0.1
31.0	62.0	0.12
31.0	63.0	0.22
31.0	64.0	0.12
31.0	65.0	0.15
31.0	66.0	0.44
31.0	67.0	0.26
31.0	68.0	0.45
31.0	69.0	0.26
31.0	70.0	0.44
31.0	71.0	0.45
31.0	72.0	0.4
31.0	73.0	0.44
31.0	74.0	0.37
31.0	75.0	0.44
31.0	76.0	0.45
31.0	77.0	0.45
31.0	78.0	0.46
31.0	79.0	0.35
31.0	80.0	0.2
31.0	81.0	0.3
31.0	82.0	0.44
31.0	83.0	0.46
31.0	84.0	0.41
31.0	85.0	0.33
31.0	86.0	0.05
31.0	87.0	0.47
31.0	88.0	0.42
31.0	89.0	0.43
31.0	90.0	0.4
31.0	91.0	0.46
31.0	92.0	0.38
31.0	93.0	0.42
31.0	94.0	0.02
31.0	95.0	0.16
32.0	1.0	0.26
32.0	2.0	0.26
32.0	3.0	0.2
32.0	4.0	0.19
32.0	5.0	0.22
32.0	6.0	0.14
32.0	7.0	0.16
32.0	8.0	0.17
32.0	9.0	0.18
32.0	10.0	0.14
32.0	11.0	0.16
32.0	12.0	0.19
32.0	13.0	0.17
32.0	14.0	0.2
32.0	15.0	0.12
32.0	16.0	0.14
32.0	17.0	0.1
32.0	18.0	0.12
32.0	19.0	0.19
32.0	20.0	0.09
32.0	21.0	0.24
32.0	22.0	0.44
32.0	23.0	0.47
32.0	24.0	0.46
32.0	25.0	0.43
32.0	26.0	0.42
32.0	27.0	0.28
32.0	28.0	0.45
32.0	29.0	0.45
32.0	30.0	0.35
32.0	31.0	0.45
32	32	0
32.0	33.0	0.48
32.0	34.0	0.37
32.0	35.0	0.67
32.0	36.0	0.5
32.0	37.0	0.36
32.0	38.0	0.41
32.0	39.0	0.45
32.0	40.0	0.64
32.0	41.0	0.41
32.0	42.0	0.42
32.0	43.0	0.39
32.0	44.0	0.48
32.0	45.0	0.47
32.0	46.0	0.49
32.0	47.0	0.43
32.0	48.0	0.49
32.0	49.0	0.45
32.0	50.0	0.42
32.0	51.0	0.51
32.0	52.0	0.47
32.0	53.0	0.21
32.0	54.0	0.2
32.0	55.0	0.16
32.0	56.0	0.22
32.0	57.0	0.2
32.0	58.0	0.22
32.0	59.0	0.18
32.0	60.0	0.17
32.0	61.0	0.09
32.0	62.0	0.12
32.0	63.0	0.25
32.0	64.0	0.15
32.0	65.0	0.16
32.0	66.0	0.43
32.0	67.0	0.28
32.0	68.0	0.42
32.0	69.0	0.24
32.0	70.0	0.44
32.0	71.0	0.43
32.0	72.0	0.4
32.0	73.0	0.41
32.0	74.0	0.35
32.0	75.0	0.41
32.0	76.0	0.41
32.0	77.0	0.47
32.0	78.0	0.43
32.0	79.0	0.33
32.0	80.0	0.23
32.0	81.0	0.3
32.0	82.0	0.42
32.0	83.0	0.44
32.0	84.0	0.39
32.0	85.0	0.34
32.0	86.0	0.12
32.0	87.0	0.43
32.0	88.0	0.42
32.0	89.0	0.38
32.0	90.0	0.4
32.0	91.0	0.42
32.0	92.0	0.37
32.0	93.0	0.4
32.0	94.0	0.02
32.0	95.0	0.19
33.0	1.0	0.26
33.0	2.0	0.26
33.0	3.0	0.22
33.0	4.0	0.23
33.0	5.0	0.23
33.0	6.0	0.16
33.0	7.0	0.2
33.0	8.0	0.19
33.0	9.0	0.21
33.0	10.0	0.14
33.0	11.0	0.15
33.0	12.0	0.15
33.0	13.0	0.18
33.0	14.0	0.2
33.0	15.0	0.15
33.0	16.0	0.06
33.0	17.0	0.05
33.0	18.0	0.06
33.0	19.0	0.07
33.0	20.0	0.04
33.0	21.0	0.22
33.0	22.0	0.54
33.0	23.0	0.6
33.0	24.0	0.58
33.0	25.0	0.51
33.0	26.0	0.53
33.0	27.0	0.35
33.0	28.0	0.6
33.0	29.0	0.6
33.0	30.0	0.49
33.0	31.0	0.54
33.0	32.0	0.48
33	33	0
33.0	34.0	0.48
33.0	35.0	0.44
33.0	36.0	0.59
33.0	37.0	0.51
33.0	38.0	0.59
33.0	39.0	0.48
33.0	40.0	0.42
33.0	41.0	0.49
33.0	42.0	0.48
33.0	43.0	0.49
33.0	44.0	0.56
33.0	45.0	0.59
33.0	46.0	0.55
33.0	47.0	0.54
33.0	48.0	0.64
33.0	49.0	0.61
33.0	50.0	0.52
33.0	51.0	0.55
33.0	52.0	0.56
33.0	53.0	0.18
33.0	54.0	0.21
33.0	55.0	0.15
33.0	56.0	0.14
33.0	57.0	0.21
33.0	58.0	0.26
33.0	59.0	0.19
33.0	60.0	0.17
33.0	61.0	0.1
33.0	62.0	0.13
33.0	63.0	0.26
33.0	64.0	0.14
33.0	65.0	0.19
33.0	66.0	0.5
33.0	67.0	0.3
33.0	68.0	0.48
33.0	69.0	0.27
33.0	70.0	0.46
33.0	71.0	0.48
33.0	72.0	0.45
33.0	73.0	0.46
33.0	74.0	0.4
33.0	75.0	0.49
33.0	76.0	0.47
33.0	77.0	0.5
33.0	78.0	0.48
33.0	79.0	0.39
33.0	80.0	0.21
33.0	81.0	0.33
33.0	82.0	0.48
33.0	83.0	0.48
33.0	84.0	0.44
33.0	85.0	0.35
33.0	86.0	0.04
33.0	87.0	0.48
33.0	88.0	0.46
33.0	89.0	0.44
33.0	90.0	0.46
33.0	91.0	0.48
33.0	92.0	0.42
33.0	93.0	0.46
33.0	94.0	0.02
33.0	95.0	0.19
34.0	1.0	0.21
34.0	2.0	0.19
34.0	3.0	0.17
34.0	4.0	0.18
34.0	5.0	0.17
34.0	6.0	0.12
34.0	7.0	0.16
34.0	8.0	0.15
34.0	9.0	0.17
34.0	10.0	0.1
34.0	11.0	0.12
34.0	12.0	0.13
34.0	13.0	0.15
34.0	14.0	0.16
34.0	15.0	0.11
34.0	16.0	0.06
34.0	17.0	0.04
34.0	18.0	0.04
34.0	19.0	0.06
34.0	20.0	0.03
34.0	21.0	0.17
34.0	22.0	0.46
34.0	23.0	0.48
34.0	24.0	0.52
34.0	25.0	0.41
34.0	26.0	0.4
34.0	27.0	0.3
34.0	28.0	0.41
34.0	29.0	0.43
34.0	30.0	0.34
34.0	31.0	0.38
34.0	32.0	0.37
34.0	33.0	0.48
34	34	0
34.0	35.0	0.35
34.0	36.0	0.42
34.0	37.0	0.38
34.0	38.0	0.4
34.0	39.0	0.36
34.0	40.0	0.34
34.0	41.0	0.39
34.0	42.0	0.36
34.0	43.0	0.35
34.0	44.0	0.43
34.0	45.0	0.45
34.0	46.0	0.42
34.0	47.0	0.4
34.0	48.0	0.51
34.0	49.0	0.42
34.0	50.0	0.41
34.0	51.0	0.41
34.0	52.0	0.43
34.0	53.0	0.15
34.0	54.0	0.16
34.0	55.0	0.13
34.0	56.0	0.11
34.0	57.0	0.17
34.0	58.0	0.2
34.0	59.0	0.16
34.0	60.0	0.13
34.0	61.0	0.08
34.0	62.0	0.1
34.0	63.0	0.21
34.0	64.0	0.11
34.0	65.0	0.13
34.0	66.0	0.38
34.0	67.0	0.25
34.0	68.0	0.37
34.0	69.0	0.21
34.0	70.0	0.34
34.0	71.0	0.37
34.0	72.0	0.35
34.0	73.0	0.37
34.0	74.0	0.31
34.0	75.0	0.38
34.0	76.0	0.35
34.0	77.0	0.39
34.0	78.0	0.36
34.0	79.0	0.31
34.0	80.0	0.19
34.0	81.0	0.27
34.0	82.0	0.36
34.0	83.0	0.37
34.0	84.0	0.33
34.0	85.0	0.27
34.0	86.0	0.04
34.0	87.0	0.36
34.0	88.0	0.35
34.0	89.0	0.33
34.0	90.0	0.36
34.0	91.0	0.37
34.0	92.0	0.32
34.0	93.0	0.35
34.0	94.0	0.02
34.0	95.0	0.14
35.0	1.0	0.3
35.0	2.0	0.3
35.0	3.0	0.22
35.0	4.0	0.21
35.0	5.0	0.24
35.0	6.0	0.17
35.0	7.0	0.18
35.0	8.0	0.22
35.0	9.0	0.19
35.0	10.0	0.16
35.0	11.0	0.16
35.0	12.0	0.19
35.0	13.0	0.18
35.0	14.0	0.21
35.0	15.0	0.13
35.0	16.0	0.11
35.0	17.0	0.08
35.0	18.0	0.09
35.0	19.0	0.15
35.0	20.0	0.08
35.0	21.0	0.28
35.0	22.0	0.39
35.0	23.0	0.42
35.0	24.0	0.41
35.0	25.0	0.39
35.0	26.0	0.38
35.0	27.0	0.28
35.0	28.0	0.41
35.0	29.0	0.41
35.0	30.0	0.36
35.0	31.0	0.39
35.0	32.0	0.67
35.0	33.0	0.44
35.0	34.0	0.35
35	35	0
35.0	36.0	0.44
35.0	37.0	0.37
35.0	38.0	0.37
35.0	39.0	0.41
35.0	40.0	0.63
35.0	41.0	0.36
35.0	42.0	0.36
35.0	43.0	0.34
35.0	44.0	0.43
35.0	45.0	0.42
35.0	46.0	0.44
35.0	47.0	0.38
35.0	48.0	0.45
35.0	49.0	0.42
35.0	50.0	0.39
35.0	51.0	0.47
35.0	52.0	0.41
35.0	53.0	0.2
35.0	54.0	0.2
35.0	55.0	0.16
35.0	56.0	0.19
35.0	57.0	0.2
35.0	58.0	0.25
35.0	59.0	0.19
35.0	60.0	0.18
35.0	61.0	0.09
35.0	62.0	0.21
35.0	63.0	0.25
35.0	64.0	0.17
35.0	65.0	0.16
35.0	66.0	0.38
35.0	67.0	0.29
35.0	68.0	0.37
35.0	69.0	0.24
35.0	70.0	0.36
35.0	71.0	0.36
35.0	72.0	0.36
35.0	73.0	0.35
35.0	74.0	0.31
35.0	75.0	0.38
35.0	76.0	0.35
35.0	77.0	0.41
35.0	78.0	0.35
35.0	79.0	0.34
35.0	80.0	0.2
35.0	81.0	0.27
35.0	82.0	0.39
35.0	83.0	0.38
35.0	84.0	0.34
35.0	85.0	0.3
35.0	86.0	0.09
35.0	87.0	0.36
35.0	88.0	0.37
35.0	89.0	0.33
35.0	90.0	0.37
35.0	91.0	0.37
35.0	92.0	0.34
35.0	93.0	0.35
35.0	94.0	0.02
35.0	95.0	0.2
36.0	1.0	0.22
36.0	2.0	0.2
36.0	3.0	0.18
36.0	4.0	0.17
36.0	5.0	0.22
36.0	6.0	0.14
36.0	7.0	0.15
36.0	8.0	0.16
36.0	9.0	0.2
36.0	10.0	0.13
36.0	11.0	0.13
36.0	12.0	0.13
36.0	13.0	0.17
36.0	14.0	0.21
36.0	15.0	0.14
36.0	16.0	0.06
36.0	17.0	0.04
36.0	18.0	0.05
36.0	19.0	0.07
36.0	20.0	0.03
36.0	21.0	0.25
36.0	22.0	0.52
36.0	23.0	0.55
36.0	24.0	0.59
36.0	25.0	0.54
36.0	26.0	0.49
36.0	27.0	0.34
36.0	28.0	0.56
36.0	29.0	0.6
36.0	30.0	0.44
36.0	31.0	0.54
36.0	32.0	0.5
36.0	33.0	0.59
36.0	34.0	0.42
36.0	35.0	0.44
36	36	0
36.0	37.0	0.43
36.0	38.0	0.51
36.0	39.0	0.49
36.0	40.0	0.44
36.0	41.0	0.45
36.0	42.0	0.51
36.0	43.0	0.49
36.0	44.0	0.58
36.0	45.0	0.58
36.0	46.0	0.57
36.0	47.0	0.55
36.0	48.0	0.57
36.0	49.0	0.56
36.0	50.0	0.51
36.0	51.0	0.58
36.0	52.0	0.56
36.0	53.0	0.18
36.0	54.0	0.2
36.0	55.0	0.16
36.0	56.0	0.13
36.0	57.0	0.21
36.0	58.0	0.23
36.0	59.0	0.19
36.0	60.0	0.17
36.0	61.0	0.11
36.0	62.0	0.13
36.0	63.0	0.23
36.0	64.0	0.14
36.0	65.0	0.16
36.0	66.0	0.5
36.0	67.0	0.29
36.0	68.0	0.51
36.0	69.0	0.26
36.0	70.0	0.49
36.0	71.0	0.51
36.0	72.0	0.44
36.0	73.0	0.51
36.0	74.0	0.42
36.0	75.0	0.51
36.0	76.0	0.51
36.0	77.0	0.5
36.0	78.0	0.51
36.0	79.0	0.4
36.0	80.0	0.21
36.0	81.0	0.34
36.0	82.0	0.5
36.0	83.0	0.5
36.0	84.0	0.46
36.0	85.0	0.36
36.0	86.0	0.04
36.0	87.0	0.54
36.0	88.0	0.48
36.0	89.0	0.48
36.0	90.0	0.46
36.0	91.0	0.52
36.0	92.0	0.44
36.0	93.0	0.47
36.0	94.0	0.02
36.0	95.0	0.17
37.0	1.0	0.3
37.0	2.0	0.29
37.0	3.0	0.23
37.0	4.0	0.26
37.0	5.0	0.27
37.0	6.0	0.19
37.0	7.0	0.21
37.0	8.0	0.19
37.0	9.0	0.23
37.0	10.0	0.16
37.0	11.0	0.19
37.0	12.0	0.16
37.0	13.0	0.21
37.0	14.0	0.24
37.0	15.0	0.17
37.0	16.0	0.06
37.0	17.0	0.05
37.0	18.0	0.06
37.0	19.0	0.08
37.0	20.0	0.05
37.0	21.0	0.25
37.0	22.0	0.38
37.0	23.0	0.46
37.0	24.0	0.42
37.0	25.0	0.39
37.0	26.0	0.41
37.0	27.0	0.34
37.0	28.0	0.47
37.0	29.0	0.52
37.0	30.0	0.48
37.0	31.0	0.38
37.0	32.0	0.36
37.0	33.0	0.51
37.0	34.0	0.38
37.0	35.0	0.37
37.0	36.0	0.43
37	37	0
37.0	38.0	0.45
37.0	39.0	0.35
37.0	40.0	0.34
37.0	41.0	0.38
37.0	42.0	0.42
37.0	43.0	0.36
37.0	44.0	0.42
37.0	45.0	0.42
37.0	46.0	0.38
37.0	47.0	0.53
37.0	48.0	0.5
37.0	49.0	0.63
37.0	50.0	0.38
37.0	51.0	0.38
37.0	52.0	0.4
37.0	53.0	0.19
37.0	54.0	0.22
37.0	55.0	0.19
37.0	56.0	0.12
37.0	57.0	0.25
37.0	58.0	0.27
37.0	59.0	0.23
37.0	60.0	0.2
37.0	61.0	0.13
37.0	62.0	0.15
37.0	63.0	0.29
37.0	64.0	0.18
37.0	65.0	0.21
37.0	66.0	0.37
37.0	67.0	0.32
37.0	68.0	0.34
37.0	69.0	0.31
37.0	70.0	0.29
37.0	71.0	0.34
37.0	72.0	0.3
37.0	73.0	0.33
37.0	74.0	0.27
37.0	75.0	0.41
37.0	76.0	0.3
37.0	77.0	0.37
37.0	78.0	0.32
37.0	79.0	0.32
37.0	80.0	0.19
37.0	81.0	0.25
37.0	82.0	0.38
37.0	83.0	0.35
37.0	84.0	0.32
37.0	85.0	0.27
37.0	86.0	0.04
37.0	87.0	0.32
37.0	88.0	0.34
37.0	89.0	0.3
37.0	90.0	0.38
37.0	91.0	0.33
37.0	92.0	0.33
37.0	93.0	0.33
