link1	link2	value
12.0	41.0	0.15947525340307409
12.0	42.0	0.20509636541131038
12.0	43.0	0.09112157411373804
12.0	44.0	0.23383725338901007
12.0	45.0	0.15246050239227865
12.0	46.0	0.18523963191807938
12.0	47.0	0.10797268196535097
12.0	48.0	0.16374615281925758
12.0	49.0	0.08077009130594466
12.0	50.0	0.06660135118760419
13.0	1.0	0.15656848308084323
13.0	2.0	0.08793381950680107
13.0	3.0	0.07849905363048988
13.0	4.0	0.0
13.0	5.0	0.17425250300651624
13.0	6.0	0.16101374742402735
13.0	7.0	0.15401031387622757
13.0	8.0	0.14217898200406295
13.0	9.0	0.13632645917103042
13.0	10.0	0.12448124539151326
13.0	11.0	0.11409349956002313
13.0	12.0	0.11482928303858322
13	13	0
13.0	14.0	0.15781353041610666
13.0	15.0	0.16559246468591618
13.0	16.0	0.0347050680063954
13.0	17.0	0.11118362556184348
13.0	18.0	0.03661487283925876
13.0	19.0	0.16135631318377966
13.0	20.0	0.130430063078961
13.0	21.0	0.126886858922585
13.0	22.0	0.05518775514765654
13.0	23.0	0.1354435574963698
13.0	24.0	0.047777930565984554
13.0	25.0	0.14757486553150667
13.0	26.0	0.20471841142386907
13.0	27.0	0.12198065671681421
13.0	28.0	0.12221659688788548
13.0	29.0	0.013913523687964398
13.0	30.0	0.15478824533699095
13.0	31.0	0.07011221774398456
13.0	32.0	0.1913576209992216
13.0	33.0	0.022310085149415952
13.0	34.0	0.13513777303990923
13.0	35.0	0.12555849736799812
13.0	36.0	0.07886507497278986
13.0	37.0	0.16188814646839045
13.0	38.0	0.11096748005925537
13.0	39.0	0.14577099641924987
13.0	40.0	0.1964160196216878
13.0	41.0	0.13451508264568254
13.0	42.0	0.15698194360544704
13.0	43.0	0.09498350312938997
13.0	44.0	0.18312430591588938
13.0	45.0	0.129380514491932
13.0	46.0	0.14696237286236263
13.0	47.0	0.08416690853537771
13.0	48.0	0.19198863429032784
13.0	49.0	0.10125892576491842
13.0	50.0	0.11035024050013358
14.0	1.0	0.17971942784361142
14.0	2.0	0.11667013427826553
14.0	3.0	0.07941444751518625
14.0	4.0	0.0
14.0	5.0	0.3003381861648857
14.0	6.0	0.19530260289004864
14.0	7.0	0.1991336510214705
14.0	8.0	0.2310946938302374
14.0	9.0	0.11605104930282649
14.0	10.0	0.3458006212670334
14.0	11.0	0.1718007014202637
14.0	12.0	0.14379704580964597
14.0	13.0	0.15781353041610666
14	14	0
14.0	15.0	0.21075109487652205
14.0	16.0	0.05878466659882582
14.0	17.0	0.2552403202999721
14.0	18.0	0.0632849515777481
14.0	19.0	0.26788316061230844
14.0	20.0	0.12770342134129656
14.0	21.0	0.15780739770129615
14.0	22.0	0.0902923746702833
14.0	23.0	0.1552703636820755
14.0	24.0	0.0736884640556487
14.0	25.0	0.15430995195335917
14.0	26.0	0.16882199188814634
14.0	27.0	0.1288000699251661
14.0	28.0	0.1704643390222309
14.0	29.0	0.03010560636428693
14.0	30.0	0.19859309689332713
14.0	31.0	0.07890782943546185
14.0	32.0	0.2580698168948363
14.0	33.0	0.005566003522779462
14.0	34.0	0.1894399428439511
14.0	35.0	0.14124307350697107
14.0	36.0	0.12323837878488744
14.0	37.0	0.24204159534125586
14.0	38.0	0.13144630514778252
14.0	39.0	0.2712370478759781
14.0	40.0	0.2666041326886128
14.0	41.0	0.17081097579385932
14.0	42.0	0.22402848036172615
14.0	43.0	0.1560764755331364
14.0	44.0	0.2535910526349383
14.0	45.0	0.23201448194906166
14.0	46.0	0.16322385814975301
14.0	47.0	0.12412681350167773
14.0	48.0	0.19587749241180652
14.0	49.0	0.10078710414806172
14.0	50.0	0.04328316790375273
15.0	1.0	0.6097677191763099
15.0	2.0	0.13244679918509664
15.0	3.0	0.10037239074103825
15.0	4.0	0.0
15.0	5.0	0.43108971868389234
15.0	6.0	0.21998451124793145
15.0	7.0	0.19158244996143725
15.0	8.0	0.20959197002431754
15.0	9.0	0.10148321852394523
15.0	10.0	0.2305868434176583
15.0	11.0	0.3843501167702016
15.0	12.0	0.20328785646648848
15.0	13.0	0.16559246468591618
15.0	14.0	0.21075109487652205
15	15	0
15.0	16.0	0.05556121127320673
15.0	17.0	0.1736325370314588
15.0	18.0	0.05387106264721051
15.0	19.0	0.42296804178056163
15.0	20.0	0.14193156134305587
15.0	21.0	0.5427863905465191
15.0	22.0	0.08351745052804119
15.0	23.0	0.23412178784429571
15.0	24.0	0.057936880484177014
15.0	25.0	0.177305923731572
15.0	26.0	0.17099615539663937
15.0	27.0	0.21312269234634185
15.0	28.0	0.3733655522427621
15.0	29.0	0.03736109142277128
15.0	30.0	0.5977307321956647
15.0	31.0	0.12693399742065004
15.0	32.0	0.21290303930073906
15.0	33.0	0.020056508535538815
15.0	34.0	0.48174160699503626
15.0	35.0	0.6272939139698261
15.0	36.0	0.15267760709244105
15.0	37.0	0.5599152995413097
15.0	38.0	0.17177627624116423
15.0	39.0	0.23432788847562586
15.0	40.0	0.27620919222931006
15.0	41.0	0.6333983030765812
15.0	42.0	0.5672911982722018
15.0	43.0	0.12866491468350758
15.0	44.0	0.4919087172533465
15.0	45.0	0.21744294741087458
15.0	46.0	0.18258805975731024
15.0	47.0	0.1466428143912559
15.0	48.0	0.19275975875141838
15.0	49.0	0.09347840027826607
15.0	50.0	0.07845661412661113
16.0	1.0	0.06155469908071179
16.0	2.0	0.014279301823455224
16.0	3.0	0.024215625939205766
16.0	4.0	0.0
16.0	5.0	0.03884111079936059
16.0	6.0	0.03179837378662368
16.0	7.0	0.03006350676824282
16.0	8.0	0.029054450554231392
16.0	9.0	0.018037442243466217
16.0	10.0	0.05022510268251182
16.0	11.0	0.02919995818632613
16.0	12.0	0.09259867388660378
16.0	13.0	0.0347050680063954
16.0	14.0	0.05878466659882582
16.0	15.0	0.05556121127320673
16	16	0
16.0	17.0	0.027839436932717176
16.0	18.0	0.3867374121149636
16.0	19.0	0.03469459225935811
16.0	20.0	0.013507184370374854
16.0	21.0	0.03098657383741145
16.0	22.0	0.3895848145426183
16.0	23.0	0.025435835859167852
16.0	24.0	0.5073539686593588
16.0	25.0	0.02602063412709727
16.0	26.0	0.02480317203293813
16.0	27.0	0.03151241255222637
16.0	28.0	0.026682298538714226
16.0	29.0	0.006030897803926873
16.0	30.0	0.056338891427466266
16.0	31.0	0.10670850296897139
16.0	32.0	0.03480451100339879
16.0	33.0	0.004012328486868727
16.0	34.0	0.029185346260070147
16.0	35.0	0.04750373582761951
16.0	36.0	0.20985638339130924
16.0	37.0	0.04944781875542481
16.0	38.0	0.023586467180357763
16.0	39.0	0.026552597055308713
16.0	40.0	0.03563286795482198
16.0	41.0	0.04163462876902671
16.0	42.0	0.03326837766625766
16.0	43.0	0.03263385986393104
16.0	44.0	0.04872154317599012
16.0	45.0	0.05060849721905935
16.0	46.0	0.037871868268773555
16.0	47.0	0.03230509517042653
16.0	48.0	0.020598015322636908
16.0	49.0	0.09741911973689153
16.0	50.0	0.022032565388007724
17.0	1.0	0.14653934664571452
17.0	2.0	0.10950244940884246
17.0	3.0	0.08718955068644603
17.0	4.0	0.0
17.0	5.0	0.22262201509575164
17.0	6.0	0.17532840597935728
17.0	7.0	0.1603974325387951
17.0	8.0	0.31265746923518584
17.0	9.0	0.10008677142905661
17.0	10.0	0.2059517220377552
17.0	11.0	0.13168506488658688
17.0	12.0	0.12238796142359115
17.0	13.0	0.11118362556184348
17.0	14.0	0.2552403202999721
17.0	15.0	0.1736325370314588
17.0	16.0	0.027839436932717176
17	17	0
17.0	18.0	0.03960838090344793
17.0	19.0	0.20512433177043055
17.0	20.0	0.12996931053612104
17.0	21.0	0.10476000994389663
17.0	22.0	0.06345456377071762
17.0	23.0	0.14689588599253942
17.0	24.0	0.03550685398754414
17.0	25.0	0.14185782725671497
17.0	26.0	0.16285783288879185
17.0	27.0	0.11405918258802
17.0	28.0	0.1444267836521126
17.0	29.0	0.036512374473815355
17.0	30.0	0.14225998317296806
17.0	31.0	0.06828701971320678
17.0	32.0	0.1919016021487984
17.0	33.0	0.005504367701148948
17.0	34.0	0.1411548415733298
17.0	35.0	0.11156952484147216
17.0	36.0	0.10458239614859684
17.0	37.0	0.18899023016514227
17.0	38.0	0.11545514642752246
17.0	39.0	0.4905495697049028
17.0	40.0	0.3427691655730291
17.0	41.0	0.12798850458560201
17.0	42.0	0.16632412456696247
17.0	43.0	0.28925004367339585
17.0	44.0	0.22263387554655684
17.0	45.0	0.2607383820646852
17.0	46.0	0.13402649154977786
17.0	47.0	0.11369140244799572
17.0	48.0	0.17382339773437352
17.0	49.0	0.06864811395395742
17.0	50.0	0.056547744369044174
18.0	1.0	0.04386166901843634
18.0	2.0	0.01953449385185974
18.0	3.0	0.03246580282887839
